file	PRS_type	threshold	fold	Count	BETA	SE	P	r2_PRS	r2_full	AUC
input/fig3ab_prs/snp//fold15.SNP.0.05.sscore	SNP	0.05	15	43825.93142857143	125.17700735867945	273.1753192182241	0.6467875221870493	0.00166514	0.0785927	0.49958982772764565
input/fig3ab_prs/snp//fold15.SNP.0.1.sscore	SNP	0.1	15	74715.92	294.1370968103608	385.5795412879069	0.44555634829783525	0.00462492	0.0813244	0.5217391304347826
input/fig3ab_prs/snp//fold16.SNP.0.00001.sscore	SNP	1e-5	16	28	0.9320161281671984	4.141513254201507	0.8219462810922188	4.02777e-4	0.0763592	0.4631469979296066
input/fig3ab_prs/snp//fold16.SNP.0.0001.sscore	SNP	1e-4	16	222	20.556607952823594	13.225178571150561	0.12010002202956489	0.0193295	0.0938478	0.55527950310559
input/fig3ab_prs/snp//fold16.SNP.0.001.sscore	SNP	0.001	16	1502	52.72853042382146	44.41973911207918	0.23520719639085136	0.0112476	0.08638	0.5405106970324361
input/fig3ab_prs/snp//fold16.SNP.0.01.sscore	SNP	0.01	16	11537.954022988506	355.5236974483323	146.28333960956172	0.015083115140015847	0.0479462	0.12029	0.6046928916494134
input/fig3ab_prs/snp//fold16.SNP.0.05.sscore	SNP	0.05	16	43741.87356321839	607.1817579693142	333.33037372694054	0.06852155513805264	0.02684	0.100788	0.5944789510006901
input/fig3ab_prs/snp//fold16.SNP.0.1.sscore	SNP	0.1	16	74937.83908045977	718.0538185934727	472.09116368482347	0.12825815830977302	0.0187515	0.0933136	0.5707384403036577
input/fig3ab_prs/snp//fold17.SNP.0.00001.sscore	SNP	1e-5	17	34	10.165901279832282	5.266185537979605	0.05355596151854546	0.0319252	0.251612	0.576750700280112
input/fig3ab_prs/snp//fold17.SNP.0.0001.sscore	SNP	1e-4	17	236	32.729189941245515	15.616127067346156	0.036094760460231474	0.0381543	0.256427	0.5887955182072829
input/fig3ab_prs/snp//fold17.SNP.0.001.sscore	SNP	0.001	17	1591.9768786127167	34.32749804757347	46.306431054359074	0.4585044833799934	0.00465956	0.230534	0.5079831932773109
input/fig3ab_prs/snp//fold17.SNP.0.01.sscore	SNP	0.01	17	11641.976878612717	265.00747495755326	144.15341182986896	0.06600773179417772	0.0290969	0.249425	0.5528011204481793
input/fig3ab_prs/snp//fold17.SNP.0.05.sscore	SNP	0.05	17	43795.96531791907	534.0905580392713	317.99001379153276	0.09303851631826474	0.0243926	0.245789	0.5586834733893558
input/fig3ab_prs/snp//fold17.SNP.0.1.sscore	SNP	0.1	17	74997.91907514451	530.5528551328764	452.70318848407817	0.24121060925678828	0.0117103	0.235984	0.5330532212885154
input/fig3ab_prs/snp//fold18.SNP.0.00001.sscore	SNP	1e-5	18	24	6.550131939128372	4.4401197984806755	0.1401547130021895	0.017936	0.112947	0.5841704936854191
input/fig3ab_prs/snp//fold18.SNP.0.0001.sscore	SNP	1e-4	18	200	26.613732007383163	12.894451171053026	0.039020769558810633	0.0355001	0.128812	0.6086394948335246
input/fig3ab_prs/snp//fold18.SNP.0.001.sscore	SNP	0.001	18	1598	117.74267174134319	47.09720739022095	0.012419588744024315	0.0528645	0.144496	0.625
input/fig3ab_prs/snp//fold18.SNP.0.01.sscore	SNP	0.01	18	11488	466.5445036523063	163.56327767301747	0.0043393291473194685	0.070067	0.160034	0.6328932261768082
input/fig3ab_prs/snp//fold18.SNP.0.05.sscore	SNP	0.05	18	43740	522.4607014722013	285.6803827348793	0.06742515947841876	0.027987	0.122025	0.5836681974741676
input/fig3ab_prs/snp//fold18.SNP.0.1.sscore	SNP	0.1	18	74391.98830409357	812.1766168324845	420.9993095717459	0.053710533875726926	0.0312435	0.124967	0.5859644087256027
input/fig3ab_prs/snp//fold19.SNP.0.00001.sscore	SNP	1e-5	19	26	6.350711078955478	4.301301726466757	0.13981975146758008	0.0176725	0.129879	0.5638655462184874
input/fig3ab_prs/snp//fold19.SNP.0.0001.sscore	SNP	1e-4	19	200	36.60905712020561	13.964976884404706	0.00875461491840592	0.0583521	0.165912	0.5878151260504202
input/fig3ab_prs/snp//fold19.SNP.0.001.sscore	SNP	0.001	19	1534	76.47836883554241	46.50083130986528	0.10003856333281423	0.0223833	0.134052	0.5697478991596638
input/fig3ab_prs/snp//fold19.SNP.0.01.sscore	SNP	0.01	19	11583.988439306358	321.9959727495712	149.30607115305358	0.03103553895248502	0.039044	0.148809	0.5981792717086835
input/fig3ab_prs/snp//fold19.SNP.0.05.sscore	SNP	0.05	19	43415.96531791907	450.5389447357781	317.92628150900657	0.15644853320791385	0.0165262	0.128864	0.5379551820728291
input/fig3ab_prs/snp//fold19.SNP.0.1.sscore	SNP	0.1	19	74507.93063583814	560.79203917786	450.572166255195	0.21327072271070605	0.0127347	0.125505	0.5438375350140056
input/fig3ab_prs/snp//fold2.SNP.0.00001.sscore	SNP	1e-5	2	38	14.274839643939348	6.590342757744288	0.030309363884148746	0.0402758	0.224312	0.6102240896358543
input/fig3ab_prs/snp//fold2.SNP.0.0001.sscore	SNP	1e-4	2	212	26.420224401241406	15.205259214590683	0.08228635292782302	0.0256798	0.212515	0.5887955182072829
input/fig3ab_prs/snp//fold2.SNP.0.001.sscore	SNP	0.001	2	1576	107.00801281261306	50.30358779302967	0.03339980261499087	0.0387299	0.223062	0.5826330532212886
input/fig3ab_prs/snp//fold2.SNP.0.01.sscore	SNP	0.01	2	11544	355.0635651959189	163.06425377834384	0.029447325873311694	0.0404235	0.224431	0.5813725490196079
input/fig3ab_prs/snp//fold2.SNP.0.05.sscore	SNP	0.05	2	43439.97687861272	439.2324103002172	332.4833298064993	0.18647937087569652	0.0146913	0.203633	0.5338935574229692
input/fig3ab_prs/snp//fold2.SNP.0.1.sscore	SNP	0.1	2	74313.93063583814	1180.76092350986	485.5668763607419	0.015027469631847212	0.0511766	0.233122	0.5899159663865546
input/fig3ab_prs/snp//fold20.SNP.0.00001.sscore	SNP	1e-5	20	26	5.103038554335048	4.695956453987487	0.27717481066336536	0.00943598	0.063853	0.5627992114897212
input/fig3ab_prs/snp//fold20.SNP.0.0001.sscore	SNP	1e-4	20	218	46.17878513063355	15.029462806473553	0.0021223783959115794	0.0789853	0.129582	0.6471416502393692
input/fig3ab_prs/snp//fold20.SNP.0.001.sscore	SNP	0.001	20	1577.9884393063585	92.60750068808689	44.165720347643685	0.03600964287598139	0.0361346	0.0890849	0.5742044494508589
input/fig3ab_prs/snp//fold20.SNP.0.01.sscore	SNP	0.01	20	11639.965317919075	401.20537472266557	154.59492116720673	0.009453476077510998	0.0566686	0.108491	0.6006758659532526
input/fig3ab_prs/snp//fold20.SNP.0.05.sscore	SNP	0.05	20	43609.94219653179	522.2461837841056	313.0138013812998	0.09522750266879734	0.0225545	0.0762508	0.5611095466065897
input/fig3ab_prs/snp//fold20.SNP.0.1.sscore	SNP	0.1	20	74729.90751445087	651.3125968945274	427.58682855941004	0.12770145844096173	0.0186894	0.0725981	0.5494226978315967
input/fig3ab_prs/snp//fold21.SNP.0.00001.sscore	SNP	1e-5	21	28	6.95742357825894	4.454448328877791	0.11831045182245037	0.0198319	0.156385	0.5900328137817884
input/fig3ab_prs/snp//fold21.SNP.0.0001.sscore	SNP	1e-4	21	214	41.52973358480443	15.315089357082979	0.006694170616880477	0.0620168	0.192693	0.6028165162701669
input/fig3ab_prs/snp//fold21.SNP.0.001.sscore	SNP	0.001	21	1584	120.36274518718525	49.02014661354666	0.014073846634822107	0.0504203	0.182712	0.595980311730927
input/fig3ab_prs/snp//fold21.SNP.0.01.sscore	SNP	0.01	21	11719.954285714286	315.3323812162881	147.78110227289196	0.03286078227275757	0.037487	0.171581	0.5823079026524474
input/fig3ab_prs/snp//fold21.SNP.0.05.sscore	SNP	0.05	21	43595.90857142857	288.4991639430343	284.4681036504316	0.3105013939666664	0.0083446	0.146498	0.5493573967733115
input/fig3ab_prs/snp//fold21.SNP.0.1.sscore	SNP	0.1	21	74829.88571428572	439.7325549142939	427.645413112684	0.30382547139369426	0.00861593	0.146732	0.55687722176647525
input/fig3ab_prs/snp//fold22.SNP.0.00001.sscore	SNP	1e-5	22	34	13.632676098874013	5.310936570186325	0.010261036019482198	0.0557663	0.186923	0.6284334023464458
input/fig3ab_prs/snp//fold22.SNP.0.0001.sscore	SNP	1e-4	22	228	20.601783367212374	15.80001065317204	0.19226445424608785	0.01388	0.150855	0.5721187025534852
input/fig3ab_prs/snp//fold22.SNP.0.001.sscore	SNP	0.001	22	1535.9770114942528	100.26221877230104	48.7423788004457	0.039687912066647124	0.035152	0.169172	0.5884057971014492
input/fig3ab_prs/snp//fold22.SNP.0.01.sscore	SNP	0.01	22	11535.954022988506	310.5808172278567	160.72529008179217	0.05331378625280283	0.0310319	0.165624	0.5649413388543824
input/fig3ab_prs/snp//fold22.SNP.0.05.sscore	SNP	0.05	22	43685.91954022989	553.0272246235264	332.3887126702402	0.0961530748980726	0.0229035	0.158625	0.5592822636300897
input/fig3ab_prs/snp//fold22.SNP.0.1.sscore	SNP	0.1	22	74569.88505747127	1417.748976809386	498.21358894303137	0.004431879101649664	0.0696441	0.198873	0.6147688060731539
input/fig3ab_prs/snp//fold23.SNP.0.00001.sscore	SNP	1e-5	23	32	-1.081107064278512	5.924514111778529	0.8552058195031613	2.80809e-4	0.240327	0.5119392684610076
input/fig3ab_prs/snp//fold23.SNP.0.0001.sscore	SNP	1e-4	23	210	22.232902436361982	16.970267234687654	0.19015891241104954	0.0146015	0.251209	0.5519668737060042
input/fig3ab_prs/snp//fold23.SNP.0.001.sscore	SNP	0.001	23	1534	96.21482903367726	46.315073549692706	0.03776486479207304	0.0367769	0.26806	0.5838509316770186
input/fig3ab_prs/snp//fold23.SNP.0.01.sscore	SNP	0.01	23	11585.977011494253	332.741481360788	142.08962824811607	0.019192446843296976	0.0476016	0.276286	0.6472049689440994
input/fig3ab_prs/snp//fold23.SNP.0.05.sscore	SNP	0.05	23	43569.97701149425	460.98484621847047	315.8630392726789	0.14444256981222434	0.0183601	0.254065	0.6051069703243617
input/fig3ab_prs/snp//fold23.SNP.0.1.sscore	SNP	0.1	23	74491.96551724138	940.5329460109073	471.13994210552045	0.04590213708450651	0.0352678	0.266913	0.6339544513457557
input/fig3ab_prs/snp//fold24.SNP.0.00001.sscore	SNP	1e-5	24	44	-0.6810907638300446	6.420584952757099	0.9155194833047159	8.99961e-5	0.0913729	0.5113762486126526
input/fig3ab_prs/snp//fold24.SNP.0.0001.sscore	SNP	1e-4	24	200	18.146804594347763	15.174422867572009	0.2317429851968523	0.0115314	0.10177	0.5788013318534961
input/fig3ab_prs/snp//fold24.SNP.0.001.sscore	SNP	0.001	24	1565.9885057471265	71.33979273771035	47.743370080989315	0.13511432716699778	0.0181824	0.107814	0.5504994450610433
input/fig3ab_prs/snp//fold24.SNP.0.01.sscore	SNP	0.01	24	11701.988505747126	217.026541333081	148.74862312592134	0.14456085161643162	0.0172921	0.107005	0.582408435072142
input/fig3ab_prs/snp//fold24.SNP.0.05.sscore	SNP	0.05	24	43849.93103448276	29.59126446927162	308.07558235904327	0.9234793027208377	7.37778e-5	0.0913581	0.5066592674805771
input/fig3ab_prs/snp//fold24.SNP.0.1.sscore	SNP	0.1	24	74753.91954022988	115.09539642066228	426.9532284505315	0.7874881729602339	5.82017e-4	0.09182	0.5045782463928968
input/fig3ab_prs/snp//fold25.SNP.0.00001.sscore	SNP	1e-5	25	44	2.8057501955120454	6.119201209167158	0.6465819422370732	0.00165556	0.0541626	0.5133989608969101
input/fig3ab_prs/snp//fold25.SNP.0.0001.sscore	SNP	1e-4	25	230	15.930108777291094	15.561664503354406	0.3059881434758274	0.008284	0.0604424	0.5222860267979218
input/fig3ab_prs/snp//fold25.SNP.0.001.sscore	SNP	0.001	25	1569.9885714285715	106.57039693436522	50.11489582880253	0.03345987181837589	0.036593	0.0872626	0.5929723817336615
input/fig3ab_prs/snp//fold25.SNP.0.01.sscore	SNP	0.01	25	11583.988571428572	319.3362070778564	141.19696674924538	0.02371987385543902	0.0413257	0.0917463	0.5821711785616626
input/fig3ab_prs/snp//fold25.SNP.0.05.sscore	SNP	0.05	25	43215.92	786.3274262822209	309.26997968398337	0.01100539425771387	0.0530329	0.102838	0.601312551271534
input/fig3ab_prs/snp//fold25.SNP.0.1.sscore	SNP	0.1	25	74635.92	1083.3192745497313	431.7392584534547	0.012100564362790533	0.0513537	0.101247	0.601312551271534
input/fig3ab_prs/snp//fold26.SNP.0.00001.sscore	SNP	1e-5	26	32	12.515339711143424	5.76964551284129	0.03006980938681481	0.0388793	0.174436	0.5943396226415094
input/fig3ab_prs/snp//fold26.SNP.0.0001.sscore	SNP	1e-4	26	180	33.688392017996335	13.965762106723892	0.015856018114779345	0.04871	0.18288	0.6097894449001914
input/fig3ab_prs/snp//fold26.SNP.0.001.sscore	SNP	0.001	26	1483.9885714285715	204.3734392297848	52.41088542751523	9.641287143912472e-5	0.136083	0.257931	0.6866283839212469
input/fig3ab_prs/snp//fold26.SNP.0.01.sscore	SNP	0.01	26	11433.977142857142	608.6476442037646	157.94526204990626	1.1642446467676828e-4	0.132982	0.255267	0.6751435602953241
input/fig3ab_prs/snp//fold26.SNP.0.05.sscore	SNP	0.05	26	43523.94285714286	990.6145918595815	320.55691850821734	0.00199959571559698	0.0799157	0.209685	0.6468416735028713
input/fig3ab_prs/snp//fold26.SNP.0.1.sscore	SNP	0.1	26	74927.89714285714	1261.6860922079052	446.9652000144546	0.004760867577031381	0.0670193	0.198607	0.6215477167076839
input/fig3ab_prs/snp//fold27.SNP.0.00001.sscore	SNP	1e-5	27	28	8.445808340404014	4.738630268142403	0.07469524564904559	0.0261997	0.150156	0.5791527313266444
input/fig3ab_prs/snp//fold27.SNP.0.0001.sscore	SNP	1e-4	27	212	27.18498020618027	13.647106230850097	0.046371503336796634	0.0326267	0.155765	0.5865384615384616
input/fig3ab_prs/snp//fold27.SNP.0.001.sscore	SNP	0.001	27	1594	79.32535680881246	45.24623041141761	0.07956895101233932	0.025308	0.149377	0.5744147157190636
input/fig3ab_prs/snp//fold27.SNP.0.01.sscore	SNP	0.01	27	11607.988439306358	187.76433088475252	146.7910626794388	0.20085253076817292	0.0133641	0.138954	0.5615942028985508
input/fig3ab_prs/snp//fold27.SNP.0.05.sscore	SNP	0.05	27	43689.93063583815	397.6551144886287	316.0658581504358	0.20834111147336618	0.0129233	0.138569	0.5327480490523969
input/fig3ab_prs/snp//fold27.SNP.0.1.sscore	SNP	0.1	27	74799.93063583814	812.2284577420739	438.1913788084042	0.06379741461616169	0.0282472	0.151942	0.5684225195094761
input/fig3ab_prs/snp//fold28.SNP.0.00001.sscore	SNP	1e-5	28	32	9.565081026788825	5.813031489834196	0.09987604028164543	0.0230667	0.187365	0.5530260180995475
input/fig3ab_prs/snp//fold28.SNP.0.0001.sscore	SNP	1e-4	28	214	45.49400288292827	16.356729151111313	0.005413115598692904	0.0673547	0.224205	0.6077488687782806
input/fig3ab_prs/snp//fold28.SNP.0.001.sscore	SNP	0.001	28	1562	135.22841470882392	48.10493818433318	0.004937045097925032	0.0700273	0.226428	0.5989819004524887
input/fig3ab_prs/snp//fold28.SNP.0.01.sscore	SNP	0.01	28	11528	651.4852338326469	175.24181463046395	2.0109593882966102e-4	0.127098	0.273901	0.6675622171945701
input/fig3ab_prs/snp//fold28.SNP.0.05.sscore	SNP	0.05	28	43555.95348837209	812.2639205091598	357.24491370607916	0.022984676873112297	0.0448652	0.205497	0.5871040723981901
input/fig3ab_prs/snp//fold28.SNP.0.1.sscore	SNP	0.1	28	74627.91860465116	1010.9966289569919	471.0604344028379	0.031855887157762226	0.0393733	0.200929	0.5957296380090498
input/fig3ab_prs/snp//fold29.SNP.0.00001.sscore	SNP	1e-5	29	32	5.7746871567388665	5.254735862605298	0.2717902757579027	0.00967377	0.0861503	0.538515406162465
input/fig3ab_prs/snp//fold29.SNP.0.0001.sscore	SNP	1e-4	29	224	20.899982792806625	15.067813808593876	0.16542304348003325	0.0154976	0.0915244	0.5589635854341737
input/fig3ab_prs/snp//fold29.SNP.0.001.sscore	SNP	0.001	29	1620	63.59464170003823	46.89576956184386	0.1750721789288125	0.0148851	0.0909592	0.5425770308123249
input/fig3ab_prs/snp//fold29.SNP.0.01.sscore	SNP	0.01	29	11527.976878612717	299.2916605162157	136.30088605287057	0.028105119074065682	0.039503	0.113676	0.6004201680672269
input/fig3ab_prs/snp//fold29.SNP.0.05.sscore	SNP	0.05	29	43569.97687861272	691.3132051901265	320.62100218263055	0.031070437251461937	0.0386565	0.112895	0.5857142857142857
input/fig3ab_prs/snp//fold29.SNP.0.1.sscore	SNP	0.1	29	74703.91907514451	902.9599527880941	469.8265284602411	0.05461824868763848	0.030443	0.105316	0.5780112044817927
input/fig3ab_prs/snp//fold3.SNP.0.00001.sscore	SNP	1e-5	3	30	10.3469526711815	4.887195736863131	0.034246664201289786	0.036949	0.114775	0.5714186176142698
input/fig3ab_prs/snp//fold3.SNP.0.0001.sscore	SNP	1e-4	3	208	44.319885737794515	15.887950009855336	0.00527848876201518	0.0656768	0.141181	0.5889074693422519
input/fig3ab_prs/snp//fold3.SNP.0.001.sscore	SNP	0.001	3	1569.9884393063585	101.38715500753682	45.675636203807834	0.026437733041141647	0.0407439	0.118263	0.5752508361204013
input/fig3ab_prs/snp//fold3.SNP.0.01.sscore	SNP	0.01	3	11613.988439306358	352.9403792255592	157.7934164633543	0.025304360545042412	0.0417704	0.119206	0.5759476031215162
input/fig3ab_prs/snp//fold3.SNP.0.05.sscore	SNP	0.05	3	43675.94219653179	184.6317045164597	320.6978491587873	0.564805426891191	0.00266121	0.0832577	0.5146321070234113
input/fig3ab_prs/snp//fold3.SNP.0.1.sscore	SNP	0.1	3	74931.90751445087	190.50083662631093	456.17244533926294	0.6762344294842888	0.0013974	0.082096	0.5236900780379041
input/fig3ab_prs/snp//fold30.SNP.0.00001.sscore	SNP	1e-5	30	38	11.69122497197232	5.499852932364661	0.03352540516746329	0.036484	0.101478	0.5965272080940662
input/fig3ab_prs/snp//fold30.SNP.0.0001.sscore	SNP	1e-4	30	206	30.145652170685203	14.341795822148436	0.035558178587171016	0.0355417	0.100599	0.5940661744599398
input/fig3ab_prs/snp//fold30.SNP.0.001.sscore	SNP	0.001	30	1530	126.81914537324305	50.47469164346443	0.011986912570631445	0.0530645	0.11694	0.6096527208094066
input/fig3ab_prs/snp//fold30.SNP.0.01.sscore	SNP	0.01	30	11399.988571428572	461.84950638746415	152.72700900234418	0.0024944007414251022	0.0752921	0.137668	0.64766201804758
input/fig3ab_prs/snp//fold30.SNP.0.05.sscore	SNP	0.05	30	43509.96571428572	863.583903325012	320.8207304763178	0.007106843859494013	0.059504	0.122945	0.6345365053322396
input/fig3ab_prs/snp//fold30.SNP.0.1.sscore	SNP	0.1	30	74285.95428571428	1238.1722599377538	442.2621975989069	0.0051160586504337534	0.0643806	0.127492	0.6337161607875308
input/fig3ab_prs/snp//fold31.SNP.0.00001.sscore	SNP	1e-5	31	28	5.775357389637824	4.715112255907193	0.22062757474020062	0.0119081	0.0815831	0.5299425758818704
input/fig3ab_prs/snp//fold31.SNP.0.0001.sscore	SNP	1e-4	31	216	43.28237072227691	15.007986309820431	0.003927137398453697	0.0689721	0.134623	0.6415094339622641
input/fig3ab_prs/snp//fold31.SNP.0.001.sscore	SNP	0.001	31	1571.9771428571428	81.33248069214915	40.179246507146175	0.04294535435936037	0.0330267	0.101213	0.581897730380093
input/fig3ab_prs/snp//fold31.SNP.0.01.sscore	SNP	0.01	31	11675.965714285714	216.90953654571973	127.86468744630025	0.08981033021136324	0.0229703	0.0918653	0.5750615258408531
input/fig3ab_prs/snp//fold31.SNP.0.05.sscore	SNP	0.05	31	43883.94285714286	180.21907820578593	282.3700347840271	0.5233192439055174	0.0032309	0.0735178	0.5257041290675417
input/fig3ab_prs/snp//fold31.SNP.0.1.sscore	SNP	0.1	31	74741.90857142858	348.8815190370155	407.79169026212264	0.3922530620467833	0.00581494	0.0759196	0.5200984413453651
input/fig3ab_prs/snp//fold32.SNP.0.00001.sscore	SNP	1e-5	32	40	9.194493656199201	5.922389612312201	0.12054328739490111	0.01938	0.101844	0.5540060158599945
input/fig3ab_prs/snp//fold32.SNP.0.0001.sscore	SNP	1e-4	32	238	12.369953179141978	14.776319580893565	0.40250988469774734	0.0055498	0.0891765	0.5213289581624282
input/fig3ab_prs/snp//fold32.SNP.0.001.sscore	SNP	0.001	32	1530	65.24583983424324	48.43848490035855	0.17798554745409095	0.0146438	0.0975058	0.5538692917692097
input/fig3ab_prs/snp//fold32.SNP.0.01.sscore	SNP	0.01	32	11451.977142857142	390.41670166340117	148.23510710291737	0.008444346675473063	0.0569939	0.136294	0.6390484003281378
input/fig3ab_prs/snp//fold32.SNP.0.05.sscore	SNP	0.05	32	43521.97714285714	864.0387305461905	324.57917783804606	0.007767150887878136	0.0590675	0.138194	0.6315285753349741
input/fig3ab_prs/snp//fold32.SNP.0.1.sscore	SNP	0.1	32	74899.93142857144	854.6714788974809	437.32094420146905	0.05066165240330052	0.0311774	0.112649	0.5940661744599398
input/fig3ab_prs/snp//fold33.SNP.0.00001.sscore	SNP	1e-5	33	36	5.710893535849932	5.661813024332613	0.31313355160184025	0.0082827	0.156165	0.508066721356303
input/fig3ab_prs/snp//fold33.SNP.0.0001.sscore	SNP	1e-4	33	200	23.504732368950346	15.097247550917265	0.11949694021182293	0.0199558	0.166097	0.5609789444900192
input/fig3ab_prs/snp//fold33.SNP.0.001.sscore	SNP	0.001	33	1505.9771428571428	86.17849543372704	43.54749957591181	0.04782119345645993	0.0324184	0.176701	0.5630298058517911
input/fig3ab_prs/snp//fold33.SNP.0.01.sscore	SNP	0.01	33	11583.977142857142	311.81996771431807	148.74605929014177	0.036053439046649746	0.0368551	0.180476	0.556330325403336
input/fig3ab_prs/snp//fold33.SNP.0.05.sscore	SNP	0.05	33	43523.95428571429	901.9067966878148	326.0241764745383	0.005668242303466909	0.0644036	0.203917	0.579163248564397
input/fig3ab_prs/snp//fold33.SNP.0.1.sscore	SNP	0.1	33	74299.93142857144	1148.3433235668024	463.5344520546838	0.013235703280068123	0.0515205	0.192955	0.571780147662018
input/fig3ab_prs/snp//fold34.SNP.0.00001.sscore	SNP	1e-5	34	28	4.536412499387786	4.816004475188838	0.3462206756884763	0.00749016	0.228228	0.5663216011042098
input/fig3ab_prs/snp//fold34.SNP.0.0001.sscore	SNP	1e-4	34	188	31.070010277409914	14.098243013224142	0.027536903856810735	0.0419811	0.255048	0.610351966873706
input/fig3ab_prs/snp//fold34.SNP.0.001.sscore	SNP	0.001	34	1572	139.2260440754069	50.55851192934918	0.005891482456693862	0.0676742	0.275026	0.6324361628709455
input/fig3ab_prs/snp//fold34.SNP.0.01.sscore	SNP	0.01	34	11545.988505747126	384.4943698048186	170.6484354414245	0.024250487830867445	0.0444298	0.256952	0.5953071083505866
input/fig3ab_prs/snp//fold34.SNP.0.05.sscore	SNP	0.05	34	43419.9540229885	630.9620320793202	357.8378358409123	0.07785622922540962	0.0267079	0.243171	0.5704623878536922
input/fig3ab_prs/snp//fold34.SNP.0.1.sscore	SNP	0.1	34	74413.908045977	1284.904066514107	494.85084756588583	0.009416569901488444	0.0592011	0.268438	0.6115942028985507
input/fig3ab_prs/snp//fold35.SNP.0.00001.sscore	SNP	1e-5	35	28	1.055031504899411	4.681042926479001	0.8216806696186562	4.06553e-4	0.100125	0.5020703933747412
input/fig3ab_prs/snp//fold35.SNP.0.0001.sscore	SNP	1e-4	35	192	22.92550816696091	13.433929137195616	0.08790799067053347	0.0235805	0.120987	0.5831608005521048
input/fig3ab_prs/snp//fold35.SNP.0.001.sscore	SNP	0.001	35	1526	89.10845842550168	46.61547228710353	0.05593214120851402	0.0301618	0.126912	0.5845410628019324
input/fig3ab_prs/snp//fold35.SNP.0.01.sscore	SNP	0.01	35	11547.977011494253	288.3695314737391	137.97508521069025	0.036616755823177305	0.0362238	0.132369	0.5757073844030366
input/fig3ab_prs/snp//fold35.SNP.0.05.sscore	SNP	0.05	35	43571.91954022989	496.444049200184	294.94011272439707	0.09233582216082747	0.0231863	0.120632	0.5498964803312629
input/fig3ab_prs/snp//fold35.SNP.0.1.sscore	SNP	0.1	35	74739.908045977	509.8695925800052	413.0895326498065	0.21709728355644362	0.0123341	0.110863	0.5360938578329882
input/fig3ab_prs/snp//fold36.SNP.0.00001.sscore	SNP	1e-5	36	42	0.8469905382931178	5.77996251598776	0.8834958211831817	1.75665e-4	0.160113	0.5099889012208657
input/fig3ab_prs/snp//fold36.SNP.0.0001.sscore	SNP	1e-4	36	210	28.96951170771556	14.698318064273476	0.04873067141218972	0.0327913	0.187512	0.6019700332963374
input/fig3ab_prs/snp//fold36.SNP.0.001.sscore	SNP	0.001	36	1559.9770114942528	102.99810337795411	48.89401552920036	0.03515586834349475	0.0372337	0.191243	0.5929522752497225
input/fig3ab_prs/snp//fold36.SNP.0.01.sscore	SNP	0.01	36	11573.977011494253	447.84347360971697	163.3662274511083	0.006118790017100992	0.064535	0.214177	0.6179245283018868
input/fig3ab_prs/snp//fold36.SNP.0.05.sscore	SNP	0.05	36	43385.91954022989	710.3670644035757	314.2390566926855	0.023784382363812685	0.0432094	0.196263	0.6136237513873474
input/fig3ab_prs/snp//fold36.SNP.0.1.sscore	SNP	0.1	36	74591.8735632184	1233.8128934586523	436.56922626821347	0.004711026236409298	0.069099	0.218011	0.6354051054384018
input/fig3ab_prs/snp//fold37.SNP.0.00001.sscore	SNP	1e-5	37	32	3.3992247639106745	5.661705239833369	0.5482471092029513	0.0030322	0.219626	0.5471288515406162
input/fig3ab_prs/snp//fold37.SNP.0.0001.sscore	SNP	1e-4	37	226	18.11611169049977	15.803623668209353	0.2516601059981997	0.0110984	0.22594	0.5990196078431372
input/fig3ab_prs/snp//fold37.SNP.0.001.sscore	SNP	0.001	37	1652	63.67381900917841	47.14534700293017	0.17682826891826026	0.0154326	0.229333	0.5861344537815126
input/fig3ab_prs/snp//fold37.SNP.0.01.sscore	SNP	0.01	37	11641.976878612717	225.06694463266246	143.11991951056075	0.11581703808039136	0.0211401	0.2338	0.6009803921568627
input/fig3ab_prs/snp//fold37.SNP.0.05.sscore	SNP	0.05	37	43813.93063583815	379.4303917141456	351.4220300743293	0.2802757611614232	0.00989428	0.224998	0.5666666666666667
input/fig3ab_prs/snp//fold37.SNP.0.1.sscore	SNP	0.1	37	74967.91907514451	495.96177714475493	477.9631402613884	0.2994297912939951	0.00913387	0.224402	0.573109243697479
input/fig3ab_prs/snp//fold38.SNP.0.00001.sscore	SNP	1e-5	38	32	4.071467024528945	5.308115830833253	0.443065589943158	0.00478534	0.110942	0.5080367393800229
input/fig3ab_prs/snp//fold38.SNP.0.0001.sscore	SNP	1e-4	38	216	19.830653122641618	15.290423104720603	0.1946542675062958	0.0138716	0.119059	0.5434845005740528
input/fig3ab_prs/snp//fold38.SNP.0.001.sscore	SNP	0.001	38	1491.9766081871346	82.37341710588439	44.25929415709325	0.06272225763312674	0.0291222	0.132683	0.582089552238806
input/fig3ab_prs/snp//fold38.SNP.0.01.sscore	SNP	0.01	38	11697.941520467837	310.75870107529846	161.11397906272012	0.05375410929306393	0.0312674	0.134599	0.5569747416762342
input/fig3ab_prs/snp//fold38.SNP.0.05.sscore	SNP	0.05	38	43591.94152046784	501.26301710930125	355.3670126233287	0.15837727920900466	0.0164818	0.121391	0.562284730195178
input/fig3ab_prs/snp//fold38.SNP.0.1.sscore	SNP	0.1	38	74641.90643274854	759.5578286621792	486.4614265733588	0.11843087680199052	0.0201375	0.124657	0.5723306544202067
input/fig3ab_prs/snp//fold39.SNP.0.00001.sscore	SNP	1e-5	39	30	12.190129114108597	5.163587307445101	0.018236207853451192	0.0464315	0.14764	0.6077488687782805
